movie_title,release_year,genres,imdb_score,budget,gross,director_name,director_facebook_likes,num_critic_for_reviews,actor_3_name,actor_3_facebook_likes,actor_2_name,actor_2_facebook_likes,actor_1_name,actor_1_facebook_likes,movie_facebook_likes,cast_total_facebook_likes,num_voted_users,world_population
Maggie,2015,Drama|Horror,5.6,8500000.0,131175.0,Henry Hobson,9.0,256.0,David A Cole,428.0,J.D. Evermore,430.0,Joely Richardson,584.0,22000,1885,30219,7404251118.0
Leaving Las Vegas,1995,Drama|Romance,7.6,3600000.0,31968347.0,Mike Figgis,81.0,123.0,Julian Sands,687.0,Valeria Golino,898.0,Nicolas Cage,12000.0,0,14823,93894,5726848893.0
Hansel & Gretel Get Baked,2013,Comedy|Horror,4.3,4500000.0,48468407.52680933,Duane Journey,2.0,46.0,Lochlyn Munro,555.0,Lara Flynn Boyle,619.0,Molly C. Quinn,707.0,0,2634,2806,7229458453.0
The Front Page,1974,Comedy|Drama|Romance,7.3,4000000.0,48468407.52680933,Billy Wilder,0.0,34.0,David Wayne,116.0,Harold Gould,222.0,Austin Pendleton,597.0,661,1218,9007,3995920225.0
They Live,1988,Horror|Sci-Fi|Thriller,7.3,4000000.0,13008928.0,John Carpenter,0.0,172.0,George 'Buck' Flower,133.0,Peter Jason,151.0,Meg Foster,355.0,27000,837,73501,5113495865.0
The Last Exorcism Part II,2013,Drama|Horror|Thriller,4.0,5000000.0,15152879.0,Ed Gass-Donnelly,8.0,161.0,Ashley Bell,400.0,Spencer Treat Clark,541.0,Muse Watson,45000.0,0,46868,13506,7229458453.0
The Cooler,2003,Crime|Drama|Fantasy|Romance,7.0,3200000.0,8243880.0,Wayne Kramer,47.0,157.0,Shawn Hatosy,407.0,Paul Sorvino,636.0,Estella Warren,658.0,762,3086,28714,6389592840.0
The Misfits,1961,Drama|Romance|Western,7.4,4000000.0,48468407.52680933,John Huston,1000.0,70.0,Thelma Ritter,268.0,Kevin McCarthy,403.0,Montgomery Clift,862.0,0,1652,12981,3072470012.0
The Rules of Attraction,2002,Comedy|Drama|Romance,6.7,4000000.0,6525762.0,Roger Avary,675.0,143.0,Clifton Collins Jr.,968.0,Faye Dunaway,977.0,Ian Somerhalder,16000.0,0,19928,44339,6308284566.0
Secretary,2002,Comedy|Drama|Romance,7.1,4000000.0,4046737.0,Steven Shainberg,30.0,163.0,Lesley Ann Warren,296.0,Stephen McHattie,413.0,Jeremy Davies,769.0,15000,2251,67949,6308284566.0
You Kill Me,2007,Comedy|Crime|Romance|Thriller,6.5,4000000.0,2426851.0,John Dahl,131.0,121.0,Jayne Eastwood,90.0,Aaron Hughes,113.0,Philip Baker Hall,497.0,830,776,16224,6717583637.0
Red State,2011,Action|Crime|Horror|Thriller,6.2,4000000.0,48468407.52680933,Kevin Smith,0.0,270.0,Stephen Root,939.0,Michael Angarano,947.0,Anna Gunn,1000.0,16000,4777,53342,7053988749.0
The Art of Getting By,2011,Drama|Romance,6.6,39752620.436387606,1429260.0,Gavin Wiesen,19.0,122.0,Rita Wilson,322.0,Blair Underwood,685.0,Michael Angarano,947.0,0,2353,45293,7053988749.0
Shooting Fish,1997,Comedy|Crime|Romance,6.6,3000000.0,302204.0,Stefan Schwartz,13.0,43.0,Ralph Ineson,159.0,Dan Futterman,254.0,Peter McNamara,419.0,167,975,6705,5896174827.0
Prison,1987,Crime|Drama|Horror|Thriller,5.9,1300000.0,354704.0,Renny Harlin,212.0,68.0,Hal Landon Jr.,195.0,Lane Smith,633.0,Viggo Mortensen,10000.0,314,11083,2705,5024401475.0
Psycho Beach Party,2000,Comedy|Horror|Mystery,6.3,1500000.0,265107.0,Robert Lee King,0.0,51.0,Beth Broderick,209.0,Kathleen Robertson,774.0,Lauren Ambrose,945.0,614,2282,4617,6144444748.0
Among Giants,1998,Comedy|Romance,5.9,2500000.0,64359.0,Sam Miller,12.0,31.0,Rob Jarvis,15.0,Alan Williams,29.0,Rachel Griffiths,578.0,108,643,811,5979851049.0
Adore,2013,Drama|Romance,6.2,16000000.0,317125.0,Anne Fontaine,105.0,141.0,Ben Mendelsohn,748.0,Naomi Watts,6000.0,Robin Wright,18000.0,0,25269,23334,7229458453.0
The Velocity of Gary,1998,Comedy|Drama|Romance,5.0,4000000.0,48468407.52680933,Dan Ireland,137.0,19.0,Olivia d'Abo,476.0,Danny Arroyo,575.0,Salma Hayek,4000.0,98,5796,1555,5979851049.0
Stake Land,2010,Drama|Horror|Sci-Fi,6.5,650000.0,18469.0,Jim Mickle,53.0,215.0,Nick Damici,65.0,Michael Cerveris,238.0,Connor Paolo,530.0,0,1038,34263,6969894715.0
Sonny with a Chance            ,2002,Comedy|Family|Romance,6.1,39752620.436387606,48468407.52680933,Steven Spielberg,686.5092123911724,5.0,Brandon Mychal Smith,218.0,Tiffany Thornton,248.0,Doug Brochu,254.0,325,915,7673,6308284566.0
Inescapable,2012,Drama|Mystery|Romance|Thriller,5.2,4000000.0,4063.0,Ruba Nadda,55.0,36.0,Fadia Nadda,5.0,Bonnie Lee Bouman,11.0,Saad Siddiqui,223.0,657,242,2086,7141430933.0
Purple Violets,2007,Comedy|Drama|Romance,6.6,4000000.0,48468407.52680933,Edward Burns,0.0,6.0,Peter Jacobson,183.0,Rosemarie DeWitt,536.0,Debra Messing,650.0,296,1585,2727,6717583637.0
The Veil,2016,Horror,4.7,4000000.0,48468407.52680933,Phil Joanou,21.0,39.0,Kira McLean,359.0,Shannon Woodward,637.0,Lily Rabe,763.0,0,2651,4146,7490956237.0
The Loved Ones,2009,Horror|Thriller,6.7,39752620.436387606,48468407.52680933,Sean Byrne,18.0,182.0,Victoria Thaine,35.0,Jessica McNamee,129.0,Robin McLeavy,399.0,0,644,27781,6885608628.0
No Vacancy,2012,Horror,4.2,4000000.0,48468407.52680933,Chris Stokes,548.0,14.0,Black Thomas,104.0,Rachel Sterling,134.0,Kristen Quintrall,166.0,531,609,1561,7141430933.0
How to Fall in Love,2012,Comedy|Romance,6.3,4000000.0,48468407.52680933,Mark Griffiths,4.0,3.0,Brooke D'Orsay,271.0,Gina Holden,346.0,Eric Mabius,637.0,170,1932,1929,7141430933.0
The Perfect Wave,2014,Adventure|Biography|Drama|Romance,4.7,4000000.0,48468407.52680933,Bruce Macdonald,103.0,3.0,Diana Vickers,111.0,Cheryl Ladd,476.0,Rachel Hendrix,544.0,365,1150,724,7317304568.0
Network,1976,Drama|Romance,8.1,3800000.0,48468407.52680933,Sidney Lumet,0.0,161.0,William Holden,682.0,Faye Dunaway,977.0,Robert Duvall,3000.0,17000,5987,103493,4143135434.0
Creepshow 2,1987,Comedy|Fantasy|Horror|Thriller,6.0,3500000.0,14000000.0,Michael Gornick,10.0,95.0,Dorothy Lamour,178.0,Holt McCallany,273.0,George Kennedy,3000.0,1000,3617,15956,5024401475.0
The Ballad of Cable Hogue,1970,Comedy|Drama|Romance|Western,7.3,3716946.0,48468407.52680933,Sam Peckinpah,541.0,31.0,L.Q. Jones,242.0,Jason Robards,372.0,Slim Pickens,575.0,357,1970,6350,3690229198.0
The Witch,2015,Horror|Mystery,6.8,3500000.0,25138292.0,Robert Eggers,22.0,425.0,Ralph Ineson,159.0,Kate Dickie,191.0,Julian Richings,648.0,43000,1122,66483,7404251118.0
She's the One,1996,Comedy|Drama|Romance,6.1,3500000.0,9449219.0,Edward Burns,0.0,43.0,Michael McGlone,111.0,Frank Vincent,356.0,John Mahoney,385.0,453,995,13949,5811694918.0
Train,2008,Horror|Thriller,4.8,39752620.436387606,48468407.52680933,Gideon Raff,47.0,33.0,Derek Magyar,108.0,Gloria Votsis,209.0,Gideon Emery,430.0,804,836,4790,6801421733.0
Evil Dead II,1987,Comedy|Fantasy|Horror|Thriller,7.8,3600000.0,5923044.0,Sam Raimi,0.0,252.0,Kassie Wesley DePaiva,199.0,Dan Hicks,328.0,Ted Raimi,634.0,0,1347,113451,5024401475.0
Sharknado,2013,Horror,3.3,1000000.0,48468407.52680933,Anthony C. Ferrante,48.0,139.0,Cassandra Scerbo,689.0,John Heard,697.0,Ian Ziering,984.0,93000,3075,34532,7229458453.0
Trollhunter,2010,Comedy|Drama|Fantasy|Horror,7.0,19900000.0,252652.0,André Øvredal,12.0,337.0,Glenn Erland Tosterud,4.0,Johanna Mørck,4.0,Otto Jespersen,29.0,38000,44,54104,6969894715.0
Ira & Abby,2006,Comedy|Romance,6.5,3500000.0,220234.0,Robert Cary,0.0,30.0,Kevin Sussman,681.0,Fred Willard,729.0,Frances Conroy,827.0,360,3574,1950,6635162568.0
D.E.B.S.,2004,Action|Comedy|Romance,5.3,3500000.0,96793.0,Angela Robinson,23.0,50.0,Scoot McNairy,660.0,Geoff Stults,756.0,Jordana Brewster,4000.0,1000,6380,12188,6471033757.0
2:13,2009,Horror|Thriller,4.8,3500000.0,48468407.52680933,Charles Adelman,0.0,4.0,Jere Burns,460.0,Kevin Pollak,574.0,Teri Polo,708.0,211,2307,961,6885608628.0
August,2011,Drama|Romance,6.1,39752620.436387606,48468407.52680933,Eldar Rapaport,0.0,10.0,Edward Conna,43.0,Adrian Gonzalez,69.0,Murray Bartlett,141.0,224,320,1262,7053988749.0
Bella,2006,Drama|Romance,7.4,3300000.0,8108247.0,Alejandro Monteverde,38.0,60.0,Eduardo Verástegui,377.0,Ramon Rodriguez,464.0,Armando Riesco,625.0,0,2747,9607,6635162568.0
Dreaming of Joseph Lees,1999,Drama|Romance,6.4,2000000.0,7680.0,Eric Styles,4.0,16.0,Miriam Margolyes,405.0,Rupert Graves,443.0,Samantha Morton,631.0,100,2020,704,6062415429.0
Rosemary's Baby,1968,Drama|Horror,8.0,2300000.0,48468407.52680933,Roman Polanski,2000.0,215.0,Charles Grodin,449.0,Mia Farrow,563.0,John Cassavetes,917.0,13000,2997,140527,3540185668.0
Adam,2009,Drama|Romance,7.2,39752620.436387606,2277396.0,Max Mayer,6.0,122.0,Amy Irving,194.0,Terry Walters,390.0,Peter Gallagher,828.0,0,1936,29239,6885608628.0
Beginners,2010,Comedy|Drama|Romance,7.2,3200000.0,5776314.0,Mike Mills,101.0,261.0,Mary Page Keller,157.0,Lou Taylor Pucci,394.0,Goran Visnjic,1000.0,15000,2016,73349,6969894715.0
Feast,2005,Action|Comedy|Horror|Thriller,6.4,3200000.0,48468407.52680933,John Gulager,38.0,130.0,Henry Rollins,898.0,Eric Dane,2000.0,Krista Allen,164000.0,0,170118,25542,6552787172.0
Antiviral,2012,Horror|Sci-Fi|Thriller,5.7,3200000.0,48468407.52680933,Brandon Cronenberg,43.0,188.0,Caleb Landry Jones,463.0,Douglas Smith,480.0,Sarah Gadon,691.0,0,1962,9356,7141430933.0
Paranormal Activity 2,2010,Horror,5.7,3000000.0,84749884.0,Tod Williams,21.0,264.0,Micah Sloat,189.0,Molly Ephraim,332.0,Sprague Grayden,438.0,14000,1081,82133,6969894715.0
A Nightmare on Elm Street 2: Freddy's Revenge,1985,Fantasy|Horror,5.4,2200000.0,30000000.0,Jack Sholder,28.0,138.0,Marshall Bell,217.0,Robert Rusler,359.0,Clu Gulager,426.0,0,1472,43485,4850182355.0
A Room with a View,1985,Drama|Romance,7.4,3000000.0,20966644.0,James Ivory,133.0,55.0,Denholm Elliott,249.0,Rupert Graves,443.0,Julian Sands,687.0,0,1665,29610,4850182355.0
The Purge,2013,Horror|Sci-Fi|Thriller,5.7,3000000.0,64423650.0,James DeMonaco,65.0,361.0,Chris Mulkey,535.0,Adelaide Kane,810.0,Rhys Wakefield,942.0,31000,3708,139329,7229458453.0
Sinister,2012,Horror|Mystery,6.8,3000000.0,48056940.0,Scott Derrickson,301.0,411.0,James Ransone,412.0,Victoria Leigh,419.0,Danielle Kotch,1000.0,58000,2239,155153,7141430933.0
Jason Lives: Friday the 13th Part VI,1986,Horror|Thriller,5.9,3000000.0,19472057.0,Tom McLoughlin,41.0,158.0,Vincent Guastaferro,155.0,Ron Palillo,316.0,Tony Goldwyn,956.0,0,1862,25332,4936116651.0
The Apartment,1960,Comedy|Drama|Romance,8.3,3000000.0,48468407.52680933,Billy Wilder,0.0,183.0,David White,180.0,Ray Walston,417.0,Fred MacMurray,516.0,0,1328,109335,3031517384.0
Jason Goes to Hell: The Final Friday,1993,Fantasy|Horror|Thriller,4.3,2500000.0,15935068.0,Adam Marcus,18.0,112.0,Erin Gray,307.0,Leslie Jordan,805.0,Kane Hodder,935.0,949,2899,19331,5556732311.0
Before Midnight,2013,Drama|Romance,7.9,3000000.0,8114507.0,Richard Linklater,0.0,405.0,Athina Rachel Tsangari,48.0,Ariane Labed,63.0,Seamus Davey-Fitzpatrick,140.0,62000,328,95362,7229458453.0
Phantasm II,1988,Action|Fantasy|Horror|Sci-Fi|Thriller,6.5,3000000.0,7282851.0,Don Coscarelli,152.0,81.0,James Le Gros,135.0,A. Michael Baldwin,174.0,Angus Scrimm,674.0,812,1395,9502,5113495865.0
Water,2005,Drama|Romance,7.8,39752620.436387606,3222857.0,Deepa Mehta,375.0,91.0,Seema Biswas,31.0,Lisa Ray,329.0,John Abraham,1000.0,0,1394,12560,6552787172.0
Whipped,2000,Comedy|Romance,4.4,3000000.0,4142507.0,Peter M. Cohen,0.0,48.0,David Heyman,51.0,Brian Van Holt,324.0,Callie Thorne,472.0,131,858,3665,6144444748.0
Kama Sutra: A Tale of Love,1996,Crime|Drama|History|Romance,6.0,3000000.0,4109095.0,Mira Nair,300.0,33.0,Rekha,200.0,Sarita Choudhury,257.0,Indira Varma,729.0,0,1292,8239,5811694918.0
Warlock: The Armageddon,1993,Fantasy|Horror,5.3,3000000.0,3902679.0,Anthony Hickox,16.0,22.0,Paula Marshall,222.0,Zach Galligan,233.0,Julian Sands,687.0,217,1806,3943,5556732311.0
Days of Heaven,1978,Drama|Romance,8.0,3000000.0,48468407.52680933,Terrence Malick,0.0,112.0,Richard Libertini,180.0,Stuart Margolin,350.0,Sam Shepard,820.0,0,1618,37594,4289852068.0
Frances Ha,2012,Comedy|Drama|Romance,7.4,39752620.436387606,4063238.0,Noah Baumbach,387.0,345.0,Vanessa Ray,270.0,Grace Gummer,481.0,Greta Gerwig,962.0,11000,2260,43982,7141430933.0
Tusk,2014,Comedy|Drama|Horror,5.4,3000000.0,1821983.0,Kevin Smith,0.0,254.0,Michael Parks,387.0,Haley Joel Osment,3000.0,Johnny Depp,40000.0,20000,43810,31089,7317304568.0
Damsels in Distress,2011,Comedy|Drama|Romance,5.7,39752620.436387606,1007535.0,Whit Stillman,89.0,152.0,Zach Woods,322.0,Megalyn Echikunwoke,476.0,Greta Gerwig,962.0,0,2452,7625,7053988749.0
Creature            ,2002,Horror|Sci-Fi|Thriller,5.0,39752620.436387606,48468407.52680933,Steven Spielberg,686.5092123911724,10.0,Megalyn Echikunwoke,476.0,Colm Feore,539.0,Craig T. Nelson,723.0,518,3149,2011,6308284566.0
Bachelorette,2012,Comedy|Romance,5.3,3000000.0,418268.0,Leslye Headland,21.0,156.0,Andrew Rannells,416.0,Adam Scott,3000.0,Kirsten Dunst,4000.0,0,8353,37156,7141430933.0
BrainDead            ,2002,Comedy|Drama|Horror|Sci-Fi|Thriller,7.9,39752620.436387606,48468407.52680933,Steven Spielberg,686.5092123911724,7.0,Zach Grenier,246.0,Megan Hilty,341.0,Danny Pino,786.0,3000,1551,2948,6308284566.0
Summer Storm,2004,Comedy|Drama|Romance|Sport,7.4,2700000.0,95016.0,Marco Kreuzpaintner,7.0,40.0,Robert Stadlober,17.0,Kostja Ullmann,38.0,Alicja Bachleda,289.0,442,362,11074,6471033757.0
Chain Letter,2009,Horror|Thriller,4.1,5000000.0,143000.0,Deon Taylor,26.0,63.0,Noah Segan,236.0,Betsy Russell,298.0,Matt Cohen,487.0,0,1495,4122,6885608628.0
The Eclipse,2009,Drama|Horror|Romance,6.2,39752620.436387606,128937.0,Conor McPherson,0.0,90.0,Jim Norton,77.0,Iben Hjejle,122.0,Aidan Quinn,767.0,580,975,2437,6885608628.0
Demonic,2015,Horror|Thriller,5.3,3000000.0,48468407.52680933,Will Canon,8.0,58.0,Aaron Yoo,617.0,Scott Mechlowicz,634.0,Frank Grillo,798.0,0,4756,7358,7404251118.0
Something Wicked,2014,Drama|Horror|Mystery|Thriller,4.8,3000000.0,48468407.52680933,Darin Scott,39.0,7.0,John Robinson,375.0,Shantel VanSanten,747.0,Julian Morris,1000.0,395,3024,976,7317304568.0
Barry Munday,2010,Comedy|Drama|Romance,5.9,39752620.436387606,48468407.52680933,Chris D'Arienzo,7.0,34.0,Shea Whigham,463.0,Cybill Shepherd,536.0,Judy Greer,2000.0,480,3648,3443,6969894715.0
Boynton Beach Club,2005,Comedy|Romance,6.5,1500000.0,3123749.0,Susan Seidelman,39.0,35.0,Brenda Vaccaro,183.0,Michael Nouri,225.0,Dyan Cannon,267.0,88,1231,746,6552787172.0
Amnesiac,2014,Drama|Horror|Mystery|Thriller,4.3,3000000.0,48468407.52680933,Michael Polish,35.0,30.0,Mia Barron,21.0,Patrick Bauchau,158.0,Olivia Rose Keegan,216.0,421,423,2157,7317304568.0
High Tension,2003,Horror,6.8,2200000.0,3645438.0,Alexandre Aja,192.0,251.0,Oana Pellea,142.0,Maïwenn,236.0,Cécile De France,447.0,0,923,55040,6389592840.0
Griff the Invisible,2010,Comedy|Drama|Romance|Sci-Fi,6.1,39752620.436387606,48468407.52680933,Leon Ford,18.0,57.0,Kelly Paterniti,39.0,Patrick Brammall,96.0,Maeve Dermody,130.0,0,362,4173,6969894715.0
Unnatural,2015,Action|Horror|Thriller,4.0,3000000.0,48468407.52680933,Hank Braxtan,6.0,14.0,Allegra Carpenter,29.0,Gregory Cruz,234.0,Q'orianka Kilcher,679.0,369,964,859,7404251118.0
Friday the 13th Part VII: The New Blood,1988,Horror,5.3,2800000.0,19170001.0,John Carl Buechler,152.0,110.0,William Butler,181.0,Terry Kiser,448.0,Kane Hodder,935.0,0,1855,21359,5113495865.0
Diary of the Dead,2007,Horror,5.7,2000000.0,952620.0,George A. Romero,0.0,280.0,Joe Dinicol,192.0,Shawn Roberts,529.0,Megan Park,569.0,0,1797,40800,6717583637.0
Lage Raho Munna Bhai,2006,Comedy|Drama|Romance,8.2,120000000.0,48468407.52680933,Rajkumar Hirani,124.0,15.0,Jimmy Shergill,327.0,Sanjay Dutt,426.0,Vidya Balan,464.0,349,1761,27569,6635162568.0
Sardaar Ji,2015,Romance,6.6,3000000.0,48468407.52680933,Rohit Jugraj,2.0,1.0,Diljit Dosanjh,32.0,Neeru Bajwa,85.0,Bhavkhandan Singh Rakhra,258.0,50,434,745,7404251118.0
Donovan's Reef,1963,Adventure|Comedy|Romance,6.9,2686585.0,48468407.52680933,John Ford,673.0,27.0,Jack Warden,359.0,Cesar Romero,370.0,Lee Marvin,756.0,573,1949,5786,3193470069.0
Friday the 13th: The Final Chapter,1984,Horror|Thriller,5.9,1800000.0,32600000.0,Joseph Zito,17.0,166.0,Kimberly Beck,74.0,Tom Everett,84.0,Judie Aronson,158.0,0,467,29488,4766740755.0
Maurice,1987,Drama|Romance,7.8,2600000.0,3130592.0,James Ivory,133.0,29.0,Simon Callow,239.0,Denholm Elliott,249.0,Rupert Graves,443.0,963,1269,10755,5024401475.0
Timecrimes,2007,Horror|Mystery|Sci-Fi|Thriller,7.2,2600000.0,38108.0,Nacho Vigalondo,76.0,173.0,Bárbara Goenaga,36.0,Nacho Vigalondo,76.0,Karra Elejalde,123.0,0,239,40878,6717583637.0
Timber Falls,2007,Horror|Thriller,5.3,2600000.0,48468407.52680933,Tony Giglio,6.0,66.0,Beth Broderick,209.0,Nick Searcy,272.0,Brianna Brown,331.0,254,1082,5012,6717583637.0
Halloween III: Season of the Witch,1982,Horror|Mystery|Sci-Fi,4.6,2500000.0,14400000.0,Tommy Lee Wallace,24.0,162.0,Nancy Kyes,67.0,Dan O'Herlihy,128.0,Tom Atkins,381.0,0,684,28589,4602785312.0
Garden State,2004,Comedy|Drama|Romance,7.6,2500000.0,26781723.0,Zach Braff,0.0,205.0,Jill Flint,294.0,Michael Weston,379.0,Armando Riesco,625.0,0,1655,187595,6471033757.0
Before Sunrise,1995,Drama|Romance,8.1,2500000.0,5400000.0,Richard Linklater,0.0,121.0,Dominik Castell,4.0,Hans Weingartner,12.0,Hanno Pöschl,15.0,22000,36,183288,5726848893.0
Sur le seuil,2003,Action|Drama|Horror|Thriller,6.6,3200000.0,48468407.52680933,Éric Tessier,0.0,9.0,Jean Pierre Bergeron,6.0,Michel Côté,16.0,Patrick Huard,50.0,39,79,1003,6389592840.0
Saving Face,2004,Comedy|Drama|Romance,7.6,39752620.436387606,1186323.0,Alice Wu,13.0,54.0,Jessica Hecht,209.0,Ato Essandoh,265.0,Joan Chen,643.0,774,1396,7776,6471033757.0
My Life Without Me,2003,Drama|Romance,7.6,2000000.0,395592.0,Isabel Coixet,148.0,72.0,Amanda Plummer,471.0,Julian Richings,648.0,Sarah Polley,900.0,0,2972,21202,6389592840.0
The Spectacular Now,2013,Comedy|Drama|Romance,7.1,2500000.0,6851969.0,James Ponsoldt,53.0,220.0,Dayo Okeniyi,478.0,Jennifer Jason Leigh,1000.0,Shailene Woodley,8000.0,10000,10040,105591,7229458453.0
Marilyn Hotchkiss' Ballroom Dancing and Charm School,1990,Comedy|Family|Musical|Romance|Short,7.1,34000.0,333658.0,Randall Miller,19.0,1.0,Michael Bower,362.0,Elden Henson,577.0,William Hurt,882.0,16,1967,97,5293498452.0
The Other End of the Line,2008,Comedy|Drama|Romance,6.2,14000000.0,115504.0,James Dodson,8.0,22.0,Shriya Saran,315.0,Anupam Kher,397.0,Larry Miller,611.0,0,1739,4820,6801421733.0
Anatomy,2000,Horror|Thriller,6.1,8400000.0,5725.0,Stefan Ruzowitzky,24.0,62.0,Sebastian Blomberg,10.0,Rüdiger Vogler,10.0,Benno Fürmann,127.0,560,163,10220,6144444748.0
Sleep Dealer,2008,Drama|Romance|Sci-Fi|Thriller,5.9,2500000.0,75727.0,Alex Rivera,8.0,47.0,Tenoch Huerta,35.0,Jacob Vargas,399.0,Leonor Varela,426.0,0,862,5699,6801421733.0
Christmas Mail,2010,Comedy|Drama|Family|Romance,5.8,2500000.0,48468407.52680933,John Murlowski,20.0,2.0,Lochlyn Munro,555.0,Piper Mackenzie Harris,607.0,Ashley Scott,794.0,190,2579,858,6969894715.0
Stung,2015,Comedy|Horror,5.0,2500000.0,48468407.52680933,Benni Diez,2.0,95.0,David Masterson,577.0,Cecilia Pillado,625.0,Clifton Collins Jr.,968.0,0,3157,3119,7404251118.0
Antibirth,2016,Horror,6.3,3500000.0,48468407.52680933,Danny Perez,0.0,10.0,Mark Webber,442.0,Emmanuel Kabongo,677.0,Natasha Lyonne,1000.0,89,2406,63,7490956237.0
Thr3e,2006,Drama|Horror|Mystery|Thriller,5.1,2400000.0,978908.0,Robby Henson,9.0,25.0,Justine Waddell,201.0,Max Ryan,872.0,Marc Blucas,973.0,250,2306,4057,6635162568.0
Friday the 13th Part III,1982,Horror|Thriller,5.7,4000000.0,36200000.0,Steve Miner,49.0,235.0,Catherine Parks,20.0,Dana Kimmell,31.0,Richard Brooker,72.0,0,174,31952,4602785312.0
Friday the 13th: A New Beginning,1985,Horror|Mystery|Thriller,4.7,2200000.0,21300000.0,Danny Steinmann,13.0,160.0,Dominick Brascia,17.0,Melanie Kinnaman,27.0,Tiffany Helm,42.0,1000,170,22521,4850182355.0
Chicken Tikka Masala,2005,Comedy|Drama|Romance,5.8,1200000.0,48468407.52680933,Harmage Singh Kalirai,11.0,10.0,Shobu Kapoor,18.0,Zohra Segal,79.0,Saeed Jaffrey,114.0,172,244,480,6552787172.0
Always Woodstock,2014,Comedy|Music|Romance,5.3,2400000.0,48468407.52680933,Rita Merson,5.0,5.0,Jason Ritter,782.0,James Wolk,938.0,Ryan Guzman,3000.0,107,6085,485,7317304568.0
Jack Brooks: Monster Slayer,2007,Action|Comedy|Horror,6.0,2500000.0,48468407.52680933,Jon Knautz,10.0,95.0,Stefanie Drummond,42.0,Daniel Kash,52.0,Rachel Skarsten,371.0,870,558,5187,6717583637.0
[Rec],2007,Horror,7.5,1500000.0,48468407.52680933,Jaume Balagueró,57.0,252.0,Carlos Lasarte,7.0,Pablo Rosso,9.0,Manuela Velasco,120.0,15000,145,131462,6717583637.0
Sharkskin,2015,Comedy|Drama|Mystery|Romance|Thriller,6.7,2100000.0,48468407.52680933,Dan Perri,0.0,1.0,Carmen Argenziano,338.0,David Proval,354.0,Travis Myers,749.0,14,1814,6,7404251118.0
Containment,2015,Horror|Sci-Fi|Thriller,4.8,39752620.436387606,48468407.52680933,Neil Mcenery-West,0.0,33.0,Louise Brealey,260.0,Michael Chapman,366.0,Walter Hendrix III,846.0,275,2044,1355,7404251118.0
The Toxic Avenger Part II,1989,Action|Comedy|Horror|Sci-Fi,5.1,2300000.0,792966.0,Michael Herz,6.0,49.0,Lisa Gaye,14.0,Jessica Dublin,30.0,Phoebe Legere,40.0,321,99,4663,5202686551.0
It Follows,2014,Horror|Mystery,6.9,2000000.0,14673301.0,David Robert Mitchell,421.0,533.0,Jake Weary,159.0,Ruby Harris,189.0,Maika Monroe,314.0,45000,1062,112899,7317304568.0
Boys Don't Cry,1999,Biography|Crime|Drama|Romance,7.6,2000000.0,11533945.0,Kimberly Peirce,108.0,123.0,Jeannetta Arnette,103.0,Brendan Sexton III,148.0,Alicia Goranson,173.0,0,563,77551,6062415429.0
Silent House,2011,Drama|Horror|Mystery|Thriller,5.3,2000000.0,12555230.0,Chris Kentis,9.0,218.0,Adam Trese,32.0,Julia Taylor Ross,44.0,Eric Sheffer Stevens,120.0,0,218,18566,7053988749.0
Before Sunset,2004,Drama|Romance,8.0,2700000.0,5792822.0,Richard Linklater,0.0,211.0,Marie Pillet,3.0,Albert Delpy,8.0,Vernon Dobtcheff,50.0,13000,65,168398,6471033757.0
We Are Your Friends,2015,Drama|Music|Romance,6.1,2000000.0,3590010.0,Max Joseph,31.0,158.0,Jonny Weston,328.0,Emily Ratajkowski,625.0,Vanessa Lengies,804.0,0,3013,20885,7404251118.0
Full Frontal,2002,Comedy|Romance,4.7,2000000.0,2506446.0,Steven Soderbergh,0.0,108.0,Blair Underwood,685.0,Enrico Colantoni,724.0,Julia Roberts,8000.0,134,11327,8662,6308284566.0
Witchboard,1986,Horror|Mystery|Thriller,5.7,2000000.0,7369373.0,Kevin Tenney,85.0,65.0,Rose Marie,186.0,Tawny Kitaen,194.0,Kathleen Wilhoite,265.0,0,901,4288,4936116651.0
Shortbus,2006,Comedy|Drama|Romance,6.5,2000000.0,1984378.0,John Cameron Mitchell,263.0,160.0,Raphael Barker,37.0,Peter Stickles,51.0,Sook-Yin Lee,71.0,0,226,27346,6635162568.0
The Diary of a Teenage Girl,2015,Drama|Romance,6.9,2000000.0,1477002.0,Marielle Heller,22.0,168.0,Austin Lyon,80.0,David Fine,1000.0,Alexander Skarsgård,10000.0,0,11184,16645,7404251118.0
Get Real            ,2002,Comedy|Drama|Romance,7.3,39752620.436387606,48468407.52680933,Steven Spielberg,686.5092123911724,1.0,Debrah Farentino,143.0,Jon Tenney,289.0,Anne Hathaway,11000.0,43,11618,415,6308284566.0
Dinner Rush,2000,Crime|Drama|Romance,7.3,39752620.436387606,110000.0,Bob Giraldi,34.0,39.0,Ajay Naidu,120.0,Manny Perez,159.0,Danny Aiello,388.0,495,1156,4359,6144444748.0
Teeth,2007,Comedy|Fantasy|Horror|Thriller,5.4,39752620.436387606,347578.0,Mitchell Lichtenstein,53.0,221.0,John Hensley,268.0,Nathan Parsons,357.0,Jess Weixler,386.0,17000,1511,34556,6717583637.0
