,doc1,doc2,doc3,doc4,doc5,doc6,doc7,doc8,doc9,doc10,doc11,doc12,doc13,doc14,doc15
Without,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Witness,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Witt,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Woe,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Woebegone,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Wolf,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Won,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Wonder,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Wonderfullest,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Wondrous,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Woo-hoo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Wood,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Wood-house,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Wooden,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Woods,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Words,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Work,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
World,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Would,2,0,0,0,0,0,0,0,0,0,1,1,3,2,1
Wrapped,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Wrapping,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wretched,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wrinkled,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
X,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
XVI,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
XXXIX,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Xerxes,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
YOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Yale,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Yankee,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Yankees,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
Yarman,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
Yarman.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Yarman—Oh,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Yarman—Pull—won,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ye,0,0,0,0,4,1,0,0,0,0,0,1,0,1,3
Yea,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
Year,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Years,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Yellow,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Yes,2,1,7,1,3,3,4,2,1,3,2,6,6,6,0
Yet,3,0,2,3,0,3,3,11,1,2,0,3,8,4,2
Yojo,0,0,0,9,3,0,0,0,0,0,1,0,1,2,0
Yojo—the,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Yoke,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Yon,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Yonder,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
York,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0
Yorkshire,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
You,1,3,2,2,4,1,3,0,3,8,7,4,6,3,11
Young,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
Your,0,0,0,0,0,0,1,0,0,5,0,1,0,1,0
Zealand,0,3,0,0,0,0,1,2,0,0,0,1,0,0,0
Zealanders,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Zeuglodon,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Zodiac,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Zogranda,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zoned,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Zoology,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zoroaster,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
[,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
],0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
_,0,0,0,1,0,7,2,1,1,2,1,0,0,1,0
_A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_Advancing_,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_Ahab,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
_Algerine,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_All_,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
_As,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_Ascending,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_Aside_,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
_August_,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
_Black,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
_Bouton_,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
_Bracton,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
_By,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_Carpenter,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
_Dancing_,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_December_,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
_Devil-Dam_,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
_Duodecimo_,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
_During,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
_Enter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_Fin-Back,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_Fin-Back_,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_Folio_,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
_Foresail,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_Gam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_Gam_,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_Grampus_,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
_Grand,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_Hands,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
_He,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
_Ho,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
_Hump,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_Hump-backed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_Huzza,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
_I_,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
_Isolato_,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
_Isolatoes_,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
_Killer_,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
_Lay_,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
_Leap,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
_Leaps,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_Mealy-mouthed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_My_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
_Narwhale_,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
_No,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
_Nostril,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_November_,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
_Nudging_,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_Octavo_,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
_Pequod_,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
_Porpoise_,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_Quietly,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_Razor,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
_Reclining,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
_Reclining_,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_Requiem_,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_Requin_,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_Right,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
_Sings,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_Sir,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
_Sleet,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_Sperm,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
_Stick,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
_Stubb,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
_Sudden,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
_Sulky,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_Sulphur,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
_Sure_,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
_That_,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_The,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0
_There_,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
_They,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
_Thrasher_,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
_Thus_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
_Tit-bit_,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
_Whalebone,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_Whaleships,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_Whaling,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
_What_,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
_White_,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
_a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_advancing_,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
_alive_,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
_am_—but,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
_are_,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
_aside_,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
_aye_,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
_be_,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_being,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_breach_—somewhere,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
_brit_,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_broke_,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
_brown_,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
_cabinet_,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
_chop_,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
_clean_,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
_crow,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
_dead_,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
_did_,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
_do,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
_do_,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0
_don,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
_dost_,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
_en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
_ex,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
_grimly_,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_has_,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_having,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
_he,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
_he_,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
_here,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_here_,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
_him,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
_him_,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
_him_—that,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
_his_,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
_how_,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
_i.e._,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
_ile_,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
_in,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_kedger_,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
_lay_,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
_lay_—,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
_lays_,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
_long,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
_me,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_me_,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
_meeting,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_more,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
_multum,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
_my_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
_or,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_poke_,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
_resuming,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
_rose_,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
_shall_,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
_she_,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
_shrinking,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_sings_,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
_skrimshander_,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_sneezes_,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
_splice_,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
_springing_,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_teenth_,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
_tell_,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
_that,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
_that_,0,0,1,2,2,0,1,2,0,0,0,0,0,1,2
_the,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
_then,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
_there,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_there_,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
_these_,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
_this_,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1
_thrusts,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_thy_,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
_turns,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
_two_,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
_vein_,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_veins_,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_waving,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_what_,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
_wise_,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_with,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_won,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
_ye_,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_you_,0,2,0,2,0,0,1,0,0,0,0,0,0,1,0
_your_,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_yours_,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
_—What,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
_—see,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
_—the,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
a,183,190,140,240,233,202,354,219,298,393,452,436,518,389,221
a-begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
a-begging.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
a-calling,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
a-going,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a-h-o-y,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
a-piece,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
a-plenty_,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
a-preachin,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
a-rush,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
a-whalin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a-whaling,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0
aback,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
abaft,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
abandon,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
abandoned,0,0,0,0,0,0,0,0,1,0,0,3,1,2,0
abandonedly,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
abandonment,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
abased,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
abasement,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
abashed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
abate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
abated,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
abatement,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
abating,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
abbreviate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
abbreviation,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
abeam,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
abed,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
abhorred,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
abhorrence,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
abhorrent,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
abhorring,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
abide,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
abided,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
abiding,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ability,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
abjectly,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
able,0,0,0,0,1,0,2,1,0,1,3,1,0,0,0
ablutions,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
aboard,0,1,0,2,3,4,0,0,0,1,1,1,1,6,0
abode,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
abominable,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
abominate,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abominated,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
abomination,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
aboriginal,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
aboriginally,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
aboriginalness,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
abortion,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
abortions,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
abound,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
abounded,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
abounding,0,0,0,0,0,1,1,0,0,1,0,0,4,0,0
aboundingly,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
about,13,23,8,26,45,15,13,4,19,19,29,16,39,25,13
about—however,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
above,1,0,2,1,3,1,8,6,5,2,7,5,5,5,1
above-ground,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
above-mentioned,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
abreast,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
abridged,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
abroad,0,0,0,0,1,0,0,0,1,0,0,1,0,3,0
abruptly,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
absence,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0
absent,0,0,0,0,0,0,1,0,3,1,0,0,0,1,0
absent-minded,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
absolute,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0
absolutely,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0
absorbed,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0
absorbing,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
absorbingly,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
abstained,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
abstemious,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
abstinence,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
abstract,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
abstracted,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
abstraction,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
absurd,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
absurdly,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
abundance,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
abundant,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
abundantly,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
accelerate,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
accelerated,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
accelerating,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
accept,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
accepted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
accepting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
accessed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
accessible,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
accessory,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
accident,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0
accident.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
accidental,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
accidentally,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
accidents,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0
accommodate,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
accommodated,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
accommodation,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
accompanied,0,1,0,0,0,2,0,0,0,0,0,1,0,0,2
accompanies,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
accompaniments,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
accompany,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
accompanying,0,0,0,0,0,1,0,0,0,2,0,0,1,0,1
accomplish,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
accomplished,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0
accomplishing,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
accomplishment,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
accordance,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2
according,0,0,0,0,2,1,1,1,5,2,2,2,1,2,1
accordingly,0,0,0,1,0,1,0,0,0,2,1,0,0,1,0
accosted,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
account,2,1,0,2,1,2,6,3,3,1,1,5,3,0,1
accountable,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
accountants,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
accounted,0,0,0,0,0,2,2,0,0,0,1,2,1,1,0
accounting,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
accounts,0,0,1,2,0,0,1,1,0,2,0,1,1,0,0
accumulate,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
accumulated,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
accumulating,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
accuracy,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
accurate,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
accurately,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
accursed,0,0,0,0,1,0,1,1,0,1,0,0,2,3,0
accustomed,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0
acerbities,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ache,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ached,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
achieve,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
achieved,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0
acknowledges,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
acknowledging,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
acquaintance,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
acquaintances,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
acquainted,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0
acquiesce,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
acquiesced,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
acquiescence,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
acquired,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
acre,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
acres,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
acridness,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
across,0,0,1,0,2,0,0,1,6,5,4,5,2,3,2
act,2,0,1,0,0,1,2,0,1,8,4,4,1,2,4
acted,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
actest,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
action,0,0,0,0,0,1,0,0,3,3,0,2,0,0,0
actions,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
active,0,0,0,0,2,0,0,0,1,1,0,0,2,1,2
actively,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
activity,1,0,0,0,1,0,0,0,0,4,1,2,0,0,0
acts,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
actual,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
actually,0,1,0,0,0,0,0,3,2,4,2,1,0,3,0
actuated,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
acute,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
acuteness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
adapted,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0
add,0,0,0,2,0,0,0,1,1,1,0,1,0,0,0
added,1,1,0,2,1,0,0,1,1,0,4,3,3,4,3
added—,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
adding,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
addition,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
